transaction_amount,transaction_time,location_distance,cardholder_age,merchant_risk_score,device_trust_score,is_international,is_fraud
600.49,3.08,2833.44,48.0,76.73,82.89,1,1
674.8,22.33,623.19,19.0,83.5,84.43,1,1
1393.99,12.14,2048.68,62.0,39.77,3.41,0,0
1527.0,19.67,384.87,69.0,6.68,6.95,1,0
2142.38,15.69,628.79,66.0,48.4,66.99,0,0
3056.88,17.04,1352.85,73.0,43.38,50.0,1,1
3174.97,17.19,1719.29,69.0,19.7,14.94,0,0
2062.0,21.0,2996.59,43.0,89.61,80.55,0,0
2046.87,14.73,77.78,41.0,97.41,21.65,1,1
1092.05,6.68,0.94,69.0,5.17,7.81,1,0
2943.59,2.39,1051.1,71.0,79.57,74.95,1,0
1588.62,14.55,1098.47,73.0,64.57,60.81,1,0
185.12,1.59,2651.51,62.0,26.14,39.44,0,0
2094.91,5.79,2737.75,30.0,63.52,69.27,0,0
2373.29,1.46,2641.57,72.0,12.86,91.14,0,0
1131.84,13.17,429.54,72.0,6.94,3.42,1,0
2864.43,3.85,1236.31,56.0,99.35,62.77,0,0
2831.03,14.65,2237.66,67.0,63.64,21.82,1,0
3511.5,18.98,937.83,50.0,25.32,47.41,0,0
3241.5,19.73,1989.71,72.0,45.0,42.4,1,0
3263.9,7.43,711.43,23.0,95.01,39.0,0,0
1584.49,13.17,970.26,67.0,43.87,19.04,1,0
3938.22,13.51,2581.29,21.0,90.04,80.26,1,1
2747.98,11.35,751.53,37.0,86.88,37.95,0,0
2159.93,15.72,2892.97,26.0,34.42,88.72,0,1
3131.93,5.04,918.78,45.0,69.6,35.47,1,0
1806.48,23.5,70.58,31.0,66.05,83.97,1,0
2566.13,2.35,764.7,72.0,77.12,54.45,0,0
3684.84,19.9,513.61,50.0,36.59,38.56,0,0
4432.58,14.26,1520.48,69.0,5.22,70.4,1,0
4605.68,5.88,338.15,34.0,17.1,78.67,1,0
2520.65,17.9,1878.15,19.0,61.66,48.27,0,0
2603.77,2.03,2624.7,62.0,77.51,42.54,1,1
4000.35,18.59,1087.56,58.0,75.6,57.74,1,0
1575.68,14.16,505.48,49.0,58.37,58.52,1,0
4187.72,2.66,1200.07,64.0,8.48,42.55,0,0
2473.24,1.91,2357.9,66.0,1.73,75.77,1,0
583.7,18.02,1774.46,52.0,78.21,39.97,0,0
364.94,7.03,303.43,73.0,54.94,45.3,0,0
4210.76,21.34,1611.56,59.0,78.27,60.53,0,0
282.56,18.29,1404.26,57.0,16.28,98.68,0,0
1406.65,16.76,981.34,39.0,40.74,26.07,1,1
1673.98,6.69,330.48,18.0,91.92,23.2,0,0
869.11,17.01,2943.34,32.0,17.16,17.69,0,0
1572.9,22.76,528.13,62.0,6.15,68.94,0,0
3714.75,2.2,578.23,58.0,65.35,44.91,0,0
78.34,7.83,436.75,37.0,59.45,38.86,1,0
4136.73,5.63,1710.58,54.0,95.2,20.41,0,1
4283.46,9.44,1331.01,29.0,90.65,89.11,0,0
1864.45,17.82,748.67,33.0,74.94,44.32,0,0
772.3,11.38,1288.27,72.0,1.92,60.77,0,0
3006.2,13.7,2020.57,42.0,48.04,11.25,1,1
602.76,7.54,845.1,32.0,89.61,10.8,0,0
1827.77,3.39,2745.74,46.0,43.37,6.74,0,0
4792.35,6.41,919.04,40.0,96.21,36.73,1,0
4977.35,20.63,594.54,60.0,65.25,47.29,0,0
3861.66,14.46,2863.7,73.0,10.95,24.46,0,0
1558.25,9.07,2431.68,52.0,50.93,34.97,0,1
3439.89,18.96,1029.41,52.0,69.56,0.63,0,0
3528.5,1.55,2524.3,39.0,6.54,35.11,0,0
1942.27,6.09,1556.44,50.0,34.46,11.92,0,1
3206.24,5.52,1040.26,36.0,71.71,12.84,0,1
58.58,23.65,2518.83,18.0,15.71,0.45,0,0
1049.24,16.95,2256.5,67.0,34.83,69.64,0,0
2627.82,14.83,893.62,42.0,68.99,93.13,1,0
822.94,0.12,1820.04,46.0,77.55,62.15,0,1
833.7,4.42,1108.17,23.0,51.85,9.62,0,0
4182.34,15.25,3.16,66.0,95.69,98.96,0,1
4945.72,9.11,2885.45,28.0,92.53,97.56,1,0
2782.07,22.18,1648.89,41.0,47.34,46.82,0,0
4196.15,18.35,1795.3,66.0,16.03,10.79,0,0
4951.66,10.74,1799.67,44.0,77.29,72.07,1,0
712.27,17.99,1651.92,71.0,24.31,96.15,0,0
2243.99,23.41,870.14,30.0,84.28,77.87,0,0
1965.9,11.06,2914.73,59.0,58.71,62.42,0,0
404.85,15.42,1865.01,74.0,39.41,61.08,1,0
3777.87,22.05,2012.76,49.0,55.64,97.79,1,0
2171.73,5.97,1364.38,57.0,53.28,7.31,1,0
2349.29,21.28,863.58,40.0,92.47,14.96,1,0
757.61,2.34,193.05,61.0,21.44,83.08,1,0
908.73,15.56,1050.69,70.0,92.82,14.51,0,1
4535.98,18.79,528.29,58.0,3.13,38.33,0,0
228.02,14.75,1986.26,71.0,76.92,28.15,0,1
1168.1,11.89,2637.01,52.0,91.97,24.34,1,0
1463.84,14.82,908.26,51.0,39.41,2.57,1,0
2453.54,3.64,998.65,35.0,7.31,56.63,1,1
2934.29,5.17,2011.09,58.0,80.47,40.12,1,0
2468.98,6.48,447.81,68.0,84.29,55.16,1,0
425.16,14.35,2788.31,55.0,33.63,30.45,1,0
1222.12,10.61,1091.54,31.0,51.86,94.15,1,0
4218.72,5.87,303.6,49.0,80.95,59.13,1,0
3189.76,21.19,524.05,61.0,19.2,96.12,0,0
3247.5,8.97,2798.24,72.0,62.9,35.0,1,0
3352.67,10.7,741.36,27.0,43.06,0.23,1,0
3815.7,9.83,1986.81,25.0,17.44,78.13,0,0
295.25,4.37,468.5,42.0,83.14,82.74,1,1
1836.21,17.56,582.31,25.0,32.47,5.87,0,0
2699.94,10.76,2637.71,74.0,93.44,62.54,0,0
1695.59,0.39,444.1,42.0,56.89,66.1,1,0
4223.17,23.14,56.25,48.0,51.45,14.57,0,0
2415.45,19.58,1503.7,31.0,42.33,55.25,0,0
3844.29,17.37,2588.18,44.0,40.07,24.32,1,0
4260.82,20.86,977.97,74.0,81.8,1.65,0,1
2526.43,21.76,384.49,46.0,67.75,86.69,0,0
4548.21,8.1,2946.69,19.0,77.37,49.17,1,0
2937.68,14.66,2030.22,32.0,42.11,78.17,1,1
4252.12,14.61,2552.07,74.0,26.14,72.29,0,0
1706.25,6.42,2256.41,74.0,8.69,99.37,0,0
2496.59,5.33,2094.73,30.0,77.67,43.8,1,1
2659.4,2.73,1153.69,53.0,41.53,42.76,1,0
529.37,15.82,973.02,22.0,50.92,28.18,1,1
1995.77,18.74,2150.88,51.0,46.93,62.51,0,0
4587.1,18.26,2150.14,25.0,43.11,48.61,1,0
3156.01,7.59,2851.77,65.0,68.39,72.88,1,0
891.65,4.93,1705.98,72.0,60.87,35.65,0,0
1697.58,10.89,883.86,28.0,97.21,13.08,1,0
962.06,13.12,1468.59,44.0,13.89,86.24,0,0
128.99,22.06,1841.14,24.0,57.35,82.8,1,0
4637.66,21.0,1280.19,37.0,6.32,35.1,1,1
2243.8,21.99,2373.4,22.0,80.79,69.04,0,0
1541.14,20.41,1753.84,33.0,61.63,49.24,1,0
2994.39,23.15,28.31,74.0,42.84,76.1,0,0
41.54,11.17,1709.52,21.0,80.22,39.01,1,0
1393.72,1.14,1900.81,67.0,45.5,53.56,0,1
3516.65,2.01,2745.78,22.0,22.78,5.78,1,1
3170.68,9.37,1241.17,48.0,47.25,17.49,0,1
4909.12,6.18,1723.4,44.0,7.08,78.18,0,1
3103.69,4.08,1424.99,71.0,89.79,38.16,1,1
2390.14,22.88,1594.97,29.0,73.1,3.51,0,0
3808.36,4.69,201.91,28.0,76.03,16.76,0,0
4517.12,23.03,2691.85,61.0,87.45,41.16,1,1
3604.88,18.26,2731.24,59.0,79.16,71.79,0,0
4816.24,15.38,1644.18,58.0,43.19,36.35,1,0
3911.12,16.22,1669.67,19.0,11.86,74.52,1,0
4334.67,7.96,172.67,33.0,37.34,85.81,1,1
574.95,15.51,1793.85,66.0,93.41,34.11,0,0
3663.41,4.48,1287.46,52.0,94.91,80.04,0,1
2203.24,22.5,2127.13,52.0,76.79,12.69,0,0
2767.75,7.24,141.37,35.0,20.44,41.53,1,0
3272.24,6.12,2132.66,33.0,19.44,9.76,1,0
4849.23,17.07,860.68,72.0,87.98,5.25,1,1
4922.97,15.75,1955.12,59.0,14.19,6.45,0,1
1444.7,10.83,1881.38,25.0,58.41,10.48,0,0
3670.1,15.18,680.52,71.0,37.83,83.57,1,0
3751.17,3.83,1321.36,51.0,30.2,54.37,1,1
1735.73,16.16,2506.9,37.0,67.74,94.74,1,0
623.73,6.49,1816.77,41.0,95.96,53.8,0,1
209.53,6.55,206.21,59.0,77.76,62.87,0,0
3887.83,3.89,1328.73,39.0,48.62,18.45,0,0
2451.05,7.98,935.31,51.0,44.07,54.06,1,0
4927.77,7.95,1924.94,58.0,90.77,38.53,1,1
2327.54,10.9,1843.69,29.0,57.81,93.14,1,0
4889.7,4.57,31.19,72.0,49.66,93.39,1,0
2060.82,4.63,1823.09,38.0,68.28,19.85,0,1
3969.44,13.0,2204.55,42.0,23.72,62.01,0,0
428.67,3.09,2306.19,58.0,6.37,63.82,1,1
2779.53,16.53,176.93,53.0,85.51,56.25,0,0
4011.29,22.65,910.98,43.0,60.73,12.43,0,0
4623.88,10.24,1263.82,55.0,16.49,65.4,1,1
4113.8,21.63,539.32,69.0,29.8,79.91,1,1
189.67,2.36,1262.2,64.0,98.99,34.52,0,0
1866.65,1.03,213.39,65.0,63.44,51.46,1,0
248.25,17.31,339.65,33.0,63.61,11.63,0,0
550.87,18.26,2006.08,42.0,7.22,93.07,0,0
3378.15,20.23,787.72,50.0,96.9,10.95,1,0
3567.72,1.36,2134.22,21.0,89.28,20.84,0,0
3869.73,18.65,144.33,62.0,54.78,29.85,0,1
4327.96,9.04,1688.11,36.0,30.94,82.58,0,0
3698.46,7.28,1174.35,34.0,69.81,70.07,1,1
4005.35,4.15,2390.91,33.0,83.34,0.7,1,1
249.57,23.9,2351.85,34.0,78.61,18.36,0,1
1176.5,1.53,1126.68,37.0,97.7,75.02,1,1
3111.38,19.85,1868.14,52.0,63.69,40.38,0,1
4291.34,15.35,682.65,51.0,32.12,2.62,0,0
27.48,17.64,1741.22,33.0,49.79,96.39,0,0
2575.57,17.08,243.79,30.0,81.63,15.12,0,0
3388.05,20.6,1303.81,65.0,26.53,51.05,1,0
152.89,4.41,548.18,23.0,23.14,24.83,1,0
2009.77,0.02,2650.14,47.0,72.48,73.75,1,1
4478.7,14.36,1334.7,48.0,44.44,77.67,0,1
3359.71,8.49,1772.32,51.0,81.66,39.72,1,0
1192.1,2.97,1081.15,68.0,14.37,65.84,0,0
4264.64,4.47,866.22,54.0,33.57,90.91,1,1
1743.42,7.96,608.76,73.0,26.81,81.48,0,0
4267.46,1.69,2735.61,68.0,69.79,41.49,0,0
1498.22,1.37,2398.4,30.0,75.93,44.15,1,0
2953.65,21.98,399.78,32.0,45.6,88.69,1,0
1987.72,7.49,2240.17,38.0,47.8,3.44,0,0
1377.75,23.57,1255.59,40.0,13.2,2.28,0,0
4433.36,23.14,46.19,50.0,70.18,20.58,1,1
942.03,3.42,1585.1,31.0,99.23,82.76,0,0
428.63,17.16,390.14,31.0,77.79,15.32,1,0
1712.93,14.42,629.8,40.0,22.31,28.53,0,0
3589.61,16.58,2088.12,56.0,62.31,62.91,0,0
4038.12,2.31,771.43,57.0,29.5,18.42,0,1
4993.72,4.53,2675.66,74.0,3.02,30.31,1,1
1485.33,1.84,1971.51,30.0,17.98,46.69,0,1
2042.67,14.5,2496.85,40.0,10.26,22.81,0,1
688.42,23.68,1845.57,73.0,19.59,99.24,1,1
2876.49,16.13,2606.55,57.0,79.56,16.34,0,0
4987.91,17.06,1085.05,52.0,29.28,84.99,0,0
3505.9,23.63,1647.42,49.0,75.7,47.01,1,0
2978.09,16.27,1547.67,22.0,94.89,12.91,1,0
1964.88,0.96,2711.37,69.0,57.43,11.85,0,0
4576.92,20.81,494.75,54.0,48.54,50.03,0,0
2487.1,8.75,1734.18,51.0,75.01,35.35,1,1
676.16,0.1,2263.29,49.0,9.71,23.46,1,1
1830.07,12.17,1110.15,40.0,42.82,95.89,1,0
340.5,22.49,2602.74,33.0,49.88,46.34,0,0
1013.89,6.18,1119.04,61.0,83.11,92.88,0,1
93.26,11.8,519.93,47.0,81.42,16.4,0,0
2269.13,4.17,1752.15,20.0,84.83,18.35,1,1
3174.53,1.38,1261.7,41.0,69.79,59.6,1,0
1719.75,1.93,45.57,71.0,53.06,26.99,1,0
2104.81,17.45,209.52,39.0,82.79,18.49,1,0
4796.25,20.74,585.83,42.0,87.33,9.47,0,0
3761.06,3.44,2307.99,54.0,48.05,7.63,1,0
2706.58,6.92,2676.12,64.0,98.57,75.32,1,1
1426.28,4.68,1636.92,56.0,87.48,28.22,1,0
4485.5,0.64,316.7,66.0,51.05,97.84,1,0
1179.31,13.28,1603.26,24.0,6.93,18.31,0,1
1630.09,16.8,2566.82,71.0,22.45,35.44,0,0
4545.78,15.55,2248.43,70.0,77.64,37.49,0,0
2650.06,9.31,873.29,48.0,11.12,50.02,0,0
3712.88,13.32,371.67,54.0,46.98,87.06,0,0
2955.77,2.26,2702.05,30.0,60.49,83.48,0,0
3268.93,3.7,2562.27,44.0,87.83,1.0,1,1
1500.42,22.36,161.15,30.0,84.71,40.93,0,0
1210.65,18.28,2471.02,19.0,76.43,82.79,0,0
1615.85,22.15,291.64,74.0,40.77,0.02,0,0
781.43,22.0,189.85,33.0,14.22,53.36,1,0
4372.2,15.59,2275.8,52.0,66.96,25.95,1,0
1419.82,22.28,1608.93,35.0,18.13,41.28,1,0
2809.64,10.0,1243.64,39.0,56.13,42.03,1,1
3960.91,0.09,2711.59,41.0,98.07,39.18,0,1
3920.2,1.5,2517.91,37.0,55.03,89.2,1,1
2194.74,2.63,172.87,54.0,64.56,53.65,0,0
2383.91,2.29,1848.26,73.0,67.76,90.37,0,1
4973.54,8.44,2316.8,42.0,83.04,72.67,1,0
3374.61,16.83,1651.47,73.0,43.5,35.11,0,0
4074.12,18.98,2949.02,56.0,49.75,49.36,1,1
4513.26,14.17,2058.14,53.0,17.6,38.99,0,0
3939.01,3.51,312.43,32.0,61.47,82.86,1,0
929.97,17.95,594.89,22.0,29.58,18.76,0,0
2813.04,8.52,2478.74,67.0,50.76,93.64,1,0
513.96,0.31,2990.27,51.0,76.66,58.04,1,1
3266.35,6.73,295.02,42.0,1.76,61.18,1,1
4776.97,7.93,300.99,64.0,56.39,51.68,0,0
2566.1,6.58,2290.16,36.0,17.34,55.45,1,0
2167.7,19.48,193.06,63.0,27.94,66.77,1,0
184.03,18.24,205.68,37.0,3.47,65.5,1,0
4799.07,16.69,2666.45,70.0,16.95,21.41,0,1
519.5,3.34,2401.35,33.0,98.66,58.24,1,0
210.19,19.39,2644.69,26.0,99.85,35.46,1,1
1234.1,16.25,1951.54,58.0,71.98,63.7,0,1
332.32,4.68,967.61,27.0,61.19,54.78,1,0
2278.31,15.55,2718.94,72.0,77.7,17.97,0,0
2582.86,11.6,896.17,55.0,89.66,73.47,1,0
1566.29,10.54,826.53,31.0,51.93,45.7,0,0
259.55,2.69,2659.2,30.0,3.53,55.14,1,1
562.44,12.44,2042.47,71.0,70.94,67.26,1,1
1925.6,2.4,2687.02,53.0,98.46,65.29,1,1
307.34,3.94,467.7,69.0,25.81,74.89,1,0
3492.46,3.18,2856.89,24.0,46.35,20.68,1,1
1039.07,22.9,1838.23,71.0,36.13,11.04,1,1
1513.85,6.84,2004.11,48.0,39.05,66.92,0,0
1973.66,8.52,2742.18,56.0,72.14,23.6,1,0
2085.97,7.73,1142.26,39.0,37.84,11.46,0,0
13.3,21.56,2158.72,21.0,94.11,13.12,0,0
564.79,13.51,1921.02,73.0,78.97,31.28,1,1
4314.51,22.06,2363.26,75.0,2.76,99.18,0,0
11.16,7.2,2690.83,39.0,81.85,15.73,0,0
2543.3,2.76,2040.18,72.0,77.29,29.85,1,1
2450.06,13.35,202.92,28.0,51.65,92.07,1,1
1668.81,8.29,549.42,27.0,49.68,96.33,1,0
2159.48,19.25,2861.93,22.0,83.55,22.88,0,0
3904.0,21.11,2905.95,40.0,42.48,88.05,1,1
4206.81,11.34,2902.24,21.0,15.95,13.89,1,0
1305.44,23.31,110.4,40.0,31.29,76.15,0,0
1615.84,13.27,1147.34,26.0,26.52,1.3,0,0
1216.2,6.5,2279.02,60.0,68.11,40.66,1,1
2401.92,11.74,2258.66,66.0,17.89,24.73,1,0
3417.88,0.9,257.73,57.0,64.48,70.4,1,0
1145.12,19.3,1828.47,29.0,46.6,1.61,0,1
1657.03,2.43,428.61,62.0,83.97,46.49,0,0
4652.27,7.41,1479.63,32.0,48.5,69.67,0,0
247.6,13.57,719.06,61.0,92.98,4.67,1,0
2306.54,1.03,159.48,50.0,90.05,89.74,1,1
3559.23,1.9,240.06,39.0,18.53,36.12,1,1
756.52,16.71,2732.68,23.0,68.62,16.53,0,1
241.63,1.72,2233.94,65.0,21.46,22.55,0,0
695.34,11.45,2795.47,72.0,82.33,33.89,0,0
4594.52,8.13,1409.97,56.0,63.57,19.84,0,0
51.25,5.47,1239.88,73.0,29.41,51.06,1,1
945.67,4.53,1075.22,71.0,24.91,63.29,0,0
161.26,18.32,1848.92,29.0,42.96,43.34,1,0
557.59,22.84,1054.68,60.0,80.07,42.7,1,0
3102.65,3.36,2238.82,38.0,79.62,78.17,0,1
1211.99,23.03,2403.95,46.0,3.34,30.1,1,0
2848.21,14.27,2627.53,27.0,30.23,62.28,1,1
2953.03,15.4,728.4,74.0,42.29,89.29,0,1
4247.93,17.04,1581.07,59.0,58.56,22.15,0,0
28.68,16.9,670.33,33.0,14.95,61.99,0,0
4267.58,19.68,112.67,39.0,33.53,94.8,0,1
3097.5,11.6,2123.48,42.0,88.56,52.98,1,0
817.9,12.8,1646.94,61.0,47.65,97.69,1,0
3865.82,7.77,2171.78,71.0,74.41,31.0,0,0
4278.18,2.53,262.87,36.0,48.48,56.43,0,0
1275.05,15.95,2986.58,45.0,46.5,31.1,1,0
4594.37,0.81,2983.05,52.0,62.19,0.37,0,1
2275.01,6.62,1395.0,40.0,25.94,99.73,0,0
3019.11,2.26,2598.18,47.0,24.98,24.01,0,0
4923.32,4.58,730.71,24.0,98.94,97.31,0,1
1810.87,15.33,2212.7,28.0,86.9,65.3,1,0
4066.73,15.08,2637.68,41.0,73.78,90.39,1,0
1595.4,10.11,2444.0,70.0,13.71,96.72,1,1
3997.07,2.16,2435.32,38.0,3.02,56.78,0,1
3005.67,10.4,1389.08,32.0,17.54,99.97,0,0
1085.7,8.47,2459.97,60.0,93.77,76.73,0,0
2073.06,17.29,2072.11,72.0,81.63,52.38,1,0
1591.59,13.9,397.35,44.0,52.31,65.49,0,0
395.15,11.8,342.55,18.0,96.88,19.43,1,1
154.02,11.69,2315.77,57.0,14.66,1.1,0,0
1735.66,23.19,1876.39,42.0,55.92,25.68,0,0
100.08,18.15,1558.13,56.0,18.32,43.5,1,1
831.61,11.93,2721.79,34.0,30.64,22.81,1,0
3627.29,11.5,1978.77,18.0,94.01,51.4,1,1
3541.92,0.64,1188.44,38.0,86.83,65.79,0,1
3694.21,22.62,1241.8,58.0,10.18,65.58,1,0
1589.18,7.66,1815.73,40.0,24.95,89.38,0,0
4450.65,6.14,2280.83,30.0,59.45,96.63,0,0
2971.18,23.99,1693.06,44.0,6.14,89.07,0,1
634.5,17.25,1526.28,61.0,55.01,62.02,0,0
722.87,1.14,2180.7,25.0,58.45,20.58,0,1
3467.01,1.49,2115.79,57.0,29.1,94.35,1,0
868.85,0.61,2491.04,56.0,29.31,17.49,1,0
2538.93,14.39,187.66,39.0,22.91,15.14,0,0
4958.91,1.72,2264.86,73.0,93.57,31.76,1,1
25.02,22.4,1541.28,69.0,38.89,57.36,1,0
87.82,22.49,224.08,36.0,58.53,68.15,1,0
4965.46,13.11,2037.03,20.0,30.16,1.33,1,0
2925.27,14.8,2149.62,36.0,70.27,77.8,0,0
638.92,7.01,1570.88,30.0,10.14,17.5,1,0
4487.02,1.54,2381.4,49.0,7.16,29.65,0,1
4402.5,17.7,900.74,70.0,74.43,32.21,0,0
2683.32,2.44,605.72,68.0,72.67,33.24,0,1
3110.85,2.05,1052.2,35.0,26.5,76.04,0,1
1369.57,7.47,1230.15,42.0,35.5,4.09,0,1
257.35,0.3,2087.8,20.0,95.73,19.65,0,0
2974.87,10.42,2536.56,49.0,10.43,2.23,1,1
1477.3,16.98,2162.75,22.0,18.31,77.83,1,1
3319.79,19.23,521.96,72.0,43.0,98.37,1,0
4182.04,14.5,1098.65,67.0,28.21,65.95,0,0
95.71,20.32,475.24,30.0,64.9,59.01,1,0
2980.59,9.76,2060.17,58.0,69.06,90.81,0,1
1160.25,20.37,744.52,50.0,52.64,25.5,1,0
4370.07,12.16,1576.16,64.0,61.12,6.65,0,0
1272.05,5.35,2375.49,45.0,43.34,51.0,0,0
3055.8,22.66,2012.82,29.0,76.04,26.03,0,0
2769.94,6.6,895.12,54.0,4.21,45.11,0,0
1983.85,0.63,998.6,23.0,31.29,45.63,1,0
3389.72,5.82,1960.09,51.0,68.44,31.88,0,0
3630.22,8.8,1648.4,30.0,32.96,48.63,1,0
2836.85,8.43,289.18,57.0,7.85,38.02,1,0
3793.32,12.59,2621.97,65.0,34.5,11.31,0,0
4917.17,21.2,1537.84,24.0,71.15,86.67,0,1
2099.27,7.02,1420.08,41.0,12.2,70.13,0,0
2575.34,12.5,595.32,60.0,72.46,4.13,0,0
67.29,8.16,1130.98,27.0,77.55,11.58,1,1
3981.16,19.72,998.47,50.0,63.53,9.65,1,0
2603.55,3.78,812.21,56.0,24.42,6.17,0,0
2042.77,2.48,1702.22,38.0,80.53,5.91,0,1
474.89,12.07,1386.83,65.0,21.44,15.71,1,0
4448.83,16.13,2667.59,47.0,90.58,84.79,1,0
1978.06,19.09,2824.03,54.0,70.66,82.82,0,0
3414.5,14.15,658.42,26.0,5.47,78.31,0,0
751.12,18.57,300.32,19.0,79.93,61.47,0,0
4807.94,9.43,2356.01,21.0,50.64,72.35,1,0
896.32,0.79,2984.58,70.0,45.26,73.85,1,1
1001.71,2.79,2590.8,68.0,42.05,88.93,0,0
4295.62,0.93,71.09,64.0,60.66,73.23,0,0
4563.35,7.89,753.79,29.0,72.46,73.65,1,0
1064.68,11.89,130.03,48.0,89.6,80.41,0,1
2351.66,8.55,2462.34,63.0,27.29,55.64,1,0
3668.81,13.45,1744.22,56.0,63.08,21.3,0,0
4392.44,11.53,1541.16,25.0,68.63,8.45,0,1
1898.37,16.27,1663.35,69.0,67.48,41.9,0,0
2587.51,16.01,757.35,27.0,49.3,9.17,1,0
3709.87,7.63,1804.92,28.0,39.1,16.93,0,0
3657.02,8.31,92.0,69.0,76.24,2.38,1,0
3915.89,14.04,1938.04,46.0,30.0,30.02,1,1
2851.82,14.31,2203.3,39.0,20.81,97.0,1,0
527.55,7.55,2019.08,50.0,54.58,37.89,1,0
4520.35,7.93,996.35,74.0,26.76,24.09,1,0
4328.53,16.66,2478.79,25.0,3.32,40.34,1,0
3991.5,15.54,2146.63,61.0,5.16,30.13,1,1
503.81,3.24,384.89,37.0,69.5,67.39,1,0
1025.96,10.59,585.43,25.0,97.31,63.45,0,0
3719.28,21.42,1911.33,42.0,45.47,2.73,0,1
120.58,0.87,868.25,49.0,14.71,51.13,0,0
4896.23,20.52,358.3,30.0,81.81,3.62,0,0
1888.84,3.92,464.91,41.0,26.14,67.74,0,0
3597.97,12.17,496.85,54.0,99.56,93.58,0,0
4438.42,10.18,1433.37,51.0,56.33,90.75,1,0
1976.18,0.24,1822.16,59.0,23.26,20.57,0,1
1599.07,21.97,529.21,66.0,49.6,74.26,1,0
3045.66,10.92,2137.49,41.0,33.54,79.31,1,0
2907.04,22.9,843.04,42.0,77.95,86.44,1,1
2048.65,6.88,934.67,46.0,10.58,25.96,1,0
3010.86,20.79,670.5,50.0,85.7,45.08,0,1
4677.23,22.14,2355.62,24.0,76.73,22.15,1,0
2340.86,13.36,2879.44,36.0,86.14,2.43,1,1
987.73,4.86,1477.5,28.0,89.5,65.9,0,1
1889.14,16.45,126.09,40.0,22.98,43.15,1,0
1973.56,13.18,781.71,73.0,52.1,24.81,0,0
659.89,22.67,474.15,51.0,84.99,84.71,0,0
818.54,10.54,2528.29,42.0,37.74,49.57,0,0
3424.39,6.44,254.56,50.0,6.04,99.47,1,1
1700.69,3.32,2899.43,56.0,29.16,79.34,1,0
4774.72,16.77,1765.54,43.0,24.19,86.92,0,1
1221.77,23.38,1553.22,44.0,87.01,77.33,0,0
499.13,0.68,2542.05,58.0,46.38,10.59,1,1
3768.76,17.77,82.64,21.0,68.35,6.5,1,0
4405.78,22.25,2331.46,49.0,96.21,91.51,0,0
1394.18,1.79,349.81,49.0,29.92,13.82,0,0
1014.43,2.64,2522.33,61.0,76.12,39.12,1,1
932.9,16.61,1587.53,74.0,2.28,60.99,0,0
2612.45,15.55,183.39,63.0,10.41,21.19,0,1
2344.74,1.65,2499.74,47.0,16.19,22.53,0,0
1300.9,20.03,81.94,28.0,31.24,46.62,0,0
230.64,12.56,415.11,52.0,40.3,36.09,1,0
2410.05,21.77,2393.47,66.0,47.7,67.66,1,0
4796.87,21.07,1394.61,71.0,24.53,7.51,0,0
3264.33,19.5,2644.17,65.0,6.62,48.88,1,0
2480.06,12.38,1906.29,29.0,67.75,17.43,0,0
557.91,6.04,1870.59,59.0,2.37,60.67,0,0
1265.92,12.14,876.71,68.0,80.95,11.62,1,0
1477.4,2.42,401.04,57.0,92.92,19.76,0,0
3825.19,15.81,2883.52,57.0,71.04,80.39,1,0
4384.17,3.22,314.39,47.0,59.6,23.52,1,0
4508.7,12.27,1587.03,54.0,65.7,73.71,1,0
4922.92,1.31,817.71,35.0,65.22,27.31,1,1
4911.92,7.19,792.42,23.0,93.17,23.5,0,0
4765.23,5.57,1783.76,65.0,96.43,29.92,0,0
363.75,14.88,2393.8,72.0,42.67,88.09,1,1
693.28,18.88,2331.54,67.0,61.71,39.72,0,0
1525.81,1.38,2606.41,37.0,80.28,24.38,1,0
2766.73,20.41,878.71,23.0,0.1,53.66,0,0
489.4,20.66,1397.25,34.0,52.7,38.56,0,0
4229.76,8.21,28.0,66.0,65.29,79.02,1,0
3085.7,15.82,2240.57,55.0,71.72,99.04,0,1
2714.11,9.66,907.03,73.0,36.88,52.66,1,0
830.73,3.7,1684.48,38.0,29.56,45.17,1,1
1270.01,12.69,507.9,49.0,18.21,34.3,1,0
805.76,2.07,2458.2,63.0,55.78,97.33,0,0
4260.41,21.08,2451.82,31.0,91.93,48.33,0,0
2923.22,22.18,2632.36,73.0,89.6,17.8,0,0
3676.97,19.72,137.81,52.0,36.0,96.92,1,1
1483.68,13.5,2977.38,18.0,25.79,96.09,0,0
1859.41,13.38,743.34,19.0,78.88,43.57,0,0
2027.25,23.63,928.3,68.0,72.5,34.82,1,0
3801.27,5.95,748.01,55.0,50.53,68.04,1,1
3862.9,1.82,802.6,61.0,38.9,82.89,0,0
1038.03,13.49,1657.98,63.0,12.38,49.85,0,0
4707.99,7.89,719.43,42.0,78.51,33.08,0,0
607.67,7.74,1181.31,64.0,61.75,30.14,0,0
4481.13,0.17,1966.82,71.0,37.69,32.66,0,1
506.48,14.31,2508.08,28.0,91.88,11.8,0,1
1326.38,6.34,2078.22,62.0,65.97,77.86,1,0
4233.16,4.51,1782.97,36.0,92.92,10.5,0,1
901.56,0.97,443.19,36.0,47.44,39.83,1,0
2070.77,8.74,2448.35,42.0,45.46,83.49,0,0
2252.05,21.1,111.82,67.0,93.72,40.41,1,1
